,commenter,comments,publishedAt,totalReplyCount
575,Shinas's art,"Bestie, what is this remix? 🙄",2023-10-19T08:36:50Z,0
576,ghian cashandra paredes,ILOVEYOU!!! ❤,2023-10-19T08:31:49Z,0
577,International Blink.,Thank you Miss Swift,2023-10-19T08:30:55Z,0
578,Khwar Nyo Thinn,Love you Tay,2023-10-19T08:26:44Z,0
579,Pri‌nce,😭,2023-10-19T08:23:52Z,0
580,Ello,LOVE YOU TAYLOR!!!!,2023-10-19T08:16:07Z,0
581,ANNIE ONLI,love this sooo much!! come check out my cover😊,2023-10-19T08:15:37Z,0
582,liron,CRUEL SUMMER!!!!!!,2023-10-19T08:11:07Z,0
583,amomarefuori_0,Bellissima meraviglia ti amo Taylor❤️🫂❤️🫂,2023-10-19T08:07:55Z,0
584,1AM,MV for cruel summer 🌞😢,2023-10-19T08:02:32Z,0
585,nawaphat big,music video,2023-10-19T07:58:35Z,0
586,arrafew,Our national anthem gets a remix,2023-10-19T07:57:59Z,0
587,♡aRiMy♡ a tulip lover?,"Cruel Summer night getting that #1 on billboard!! 
Go Taylor!",2023-10-19T07:57:39Z,0
588,Kylah Lamb,Dancing rn 💃🏼,2023-10-19T07:56:40Z,0
589,Syed hammad shah,OMGGG❤️❤️❤️❤️,2023-10-19T07:54:07Z,0
590,Folklore,Kinda disappointed,2023-10-19T07:51:06Z,0
591,Taylor_swift_myqueen,I love this!😃,2023-10-19T07:50:34Z,0
592,lexieswift13,"If your a swiftie

👇",2023-10-19T07:49:21Z,0
593,𝗡𝘅𝘁𝘁𝘆 𝗡𝗼𝗿𝗿𝗶𝘀 ☆,MOTHER IS MOTHERING 💙💙,2023-10-19T07:47:03Z,0
594,Jungkook Jeon,"Greetings from Mexico I love you very much Taylor, I want to meet you and hug you and cry in your arms",2023-10-19T07:45:44Z,0
595,UrFav_Aquarius,LOVE YOU TAYLOR❤❤❤,2023-10-19T07:45:37Z,0
596,Gracie,TAYYYYYYYYY YOU SO SLAYYYY,2023-10-19T07:45:35Z,0
597,Jungkook Jeon,He loved Taylor so much ❤,2023-10-19T07:44:43Z,0
598,Harta tahta,Cruel Summer really want justice for lover era 💗,2023-10-19T07:42:23Z,0
599,Djjdjd Jwhwhwhwhh,WE need the mv😊,2023-10-19T07:40:01Z,0
600,Leanne Walker,"Come on Swifties, we can get this absolute banger to #1 on the BB100 🫶",2023-10-19T07:39:56Z,0
601,ICEGEL,❤❤❤❤,2023-10-19T07:39:30Z,0
602,Michelle Estrada,Cruel Summer is absolutely the best single 💕💕💕,2023-10-19T07:36:40Z,0
603,"Piotr, DivineAcoustics","Original song is better, this one has less than half of inner music and rhythm.",2023-10-19T07:32:16Z,0
604,Grace Rocks Roblox,Is this a hint to a mv I love it why when I’m in school I’m crying ❤❤❤,2023-10-19T07:30:46Z,0
605,Alexa Smith,LOVE IT,2023-10-19T07:29:46Z,0
606,milky way life,Cruel summer is going to #1 which it should,2023-10-19T07:27:16Z,0
607,roar roar,Cruel Summer (fast version),2023-10-19T07:26:36Z,0
608,bunnyswift,I love that picture and then the remix❤,2023-10-19T07:26:16Z,0
609,D. H.,❤,2023-10-19T07:26:03Z,0
610,fokloreforevermore,"noooooooooooooooooo, but why is actually such a bop😭😭😭😭😭😭😍",2023-10-19T07:24:15Z,0
611,Faridoon T.S. Hussainzada,Thank you ❤❤❤❤❤❤❤❤❤❤❤❤❤,2023-10-19T07:22:26Z,0
612,Birute Grafinina,🍂Very beautiful Remix!! Thank you!!,2023-10-19T07:20:04Z,0
613,ssaaaaaaaad 👨‍🦲,🎶🎶🎶🎶🎶🌍🌍🎶🌍🌍🌍🌍🌍🎶🌍🌍,2023-10-19T07:19:50Z,0
614,ssaaaaaaaad 👨‍🦲,🎶🎶🎶🎶🎶🌍🌍🌍🌍,2023-10-19T07:19:38Z,0
615,Ashley,reina te amo con todo mi corazón pero porfa ya no hagas más remixes 💙,2023-10-19T07:15:06Z,0
616,Linda Kilmer,Is this supposed to be this sped up?????,2023-10-19T07:13:00Z,0
617,Canal da juh,Veyy tá perfeitoooo ❤,2023-10-19T07:11:51Z,0
618,Joe,"0.75x speed

Thank me later.",2023-10-19T07:08:05Z,1
619,Just swiftie things 🫶,Gurl I just woke up! Don’t do this to me Tay 😭😭😭😭😭,2023-10-19T07:06:08Z,0
620,Scott Skotland,Under 100m views club,2023-10-19T07:01:56Z,0
621,leaf 💜,girl what is this,2023-10-19T07:01:51Z,0
622,Taylor’s version,Okay but can we talk bout the front cover ? It’s srsly so pretty ❤,2023-10-19T07:00:25Z,0
623,Music SUE,😍😍😍😍😍😍😍,2023-10-19T06:58:23Z,0
624,Ailah Marie Avila,Cruel summer deserves an MV ❤❤,2023-10-19T06:57:02Z,0
625,Vicent Fortuño Agusti,🎶👸🤠💘,2023-10-19T06:56:47Z,0
626,SwiftieVideos13,MOTHER IS MOTHERING ❤❤,2023-10-19T06:56:44Z,0
627,Divya Bhashini,Ohh That's so cool,2023-10-19T06:56:30Z,0
628,William McKeon,Trash Trash Trash Remix! Cheap remix! This is TERRIBLE.,2023-10-19T06:51:52Z,1
629,Aninha Rodrigues,Venha simbora! ❤,2023-10-19T06:47:05Z,0
630,The Guy In The Car,The intro gives me love story vibes,2023-10-19T06:44:40Z,0
631,xemilyxslaysx 🖤,Cruel summer mv?,2023-10-19T06:42:39Z,0
632,Kate Fiano,I LOVE IT❤❤❤,2023-10-19T06:39:45Z,0
633,ugliesssst,Cruel Summer MV🕯🕯🙏🏼🙏🏼🙇‍♀️🙇‍♂️,2023-10-19T06:39:33Z,0
634,Cowboylikeme528,Taylor I love you,2023-10-19T06:35:05Z,0
635,Cowboylikeme528,OMG,2023-10-19T06:34:56Z,0
636,Abraham Jesus,palooo!,2023-10-19T06:34:21Z,0
637,Malina De Silva,OMG SLAY TAYLOR!!!!!!!!,2023-10-19T06:34:15Z,0
638,Emma 🥳,Omg I love your video ❤❤❤slay ❤❤❤,2023-10-19T06:33:38Z,0
639,🌻x𝑙ёx¡x🌻,OMG YASSSSS ILYSM TAY TAY,2023-10-19T06:32:01Z,0
640,Mely Caste,Taylor ti amo,2023-10-19T06:30:54Z,0
641,sʜᴏᴜɢ ᴊ,i love this 💗,2023-10-19T06:29:19Z,0
642,Junalyn Sabanal,Oh wow I love it 😻❤🎉,2023-10-19T06:27:17Z,0
643,Chloe & Chelsie ,Thank you mother ❤❤,2023-10-19T06:25:25Z,0
644,Sabrina Dafne Miñan Linares,Ay Taylor es que tú también,2023-10-19T06:23:36Z,0
645,Wynn,Taylor what is this😭,2023-10-19T06:23:03Z,0
646,Cristian Henao,LOVE IT 😍😭❤,2023-10-19T06:20:36Z,0
647,Ivan Marzolla,"we want cruel summer mv, please ❣️",2023-10-19T06:19:21Z,0
648,Sneha Pradhan,this is... interesting,2023-10-19T06:18:51Z,0
649,Middie,oh... this is TERRIBLE 😭 I wanted to like it but this is one of the worst remixes I've heard from her,2023-10-19T06:18:20Z,2
650,Thomas Wilson,❤️,2023-10-19T06:17:46Z,0
651,Atulya choubey,joe🤧🥺 this song is for him,2023-10-19T06:13:13Z,0
652,Gerardo Valero Perez,💀💀💀,2023-10-19T06:11:31Z,0
653,meowcat,Delete this,2023-10-19T06:09:06Z,0
654,Sara Haydar,But I love you Tay Tay 💗,2023-10-19T06:07:57Z,0
655,Aditiiii!,🎉,2023-10-19T06:07:46Z,0
656,Cheapell Jones,❤ SELAH,2023-10-19T06:07:18Z,0
657,Z&Z's dreams,its autumn here but if taylor wants us to listen to cruel summer then we will be listening to cruel summer 🌞,2023-10-19T06:07:16Z,0
658,Sara Haydar,My dear Taylor the remixes are not your thing 😂😂,2023-10-19T06:07:01Z,1
659,Iles Grande,Cruel summer is coming for #1 hot100!!💕🙌,2023-10-19T06:03:08Z,0
660,💜𝐌𝐨𝐨𝐧𝐥𝐢𝐠𝐡𝐭_𝐀𝐫𝐢💜,The song goes as fast as Taylor's success,2023-10-19T06:00:55Z,0
661,Noorstars_family 1997,You’re amazing TayTay❤,2023-10-19T06:00:09Z,0
662,Charls,Mother are you rapping rn? 😢,2023-10-19T06:00:03Z,0
663,Irene Landicho,MV NAMAN INANGGGGG TAYYY😭💗💙💗💙💗,2023-10-19T05:59:23Z,0
664,Michelle Ramirez,ESTA DE LA LOVER REMIX 🤣,2023-10-19T05:59:15Z,0
665,Lau Rodrigo,Tayyyy  esto es para discotecaaa 🥳🥳🎉💗,2023-10-19T05:56:41Z,0
666,Charlotte Johnson,CRUEL SUMMER DESERVES A MUSIC VIDEO,2023-10-19T05:55:48Z,0
667,Ema Pejković,Can we just talk about how gorgeous this picture is🤩,2023-10-19T05:53:48Z,0
668,Pinky Hc,"Taylor could go that fast if she wanted, but she wants us to enjoy the song so she slows it down for us. ❤😂
Great remix, so different!",2023-10-19T05:53:42Z,0
669,Abby,I'm so excited. The music video is definitely coming soon ❤❤❤ mother is mothering again 😂❤❤,2023-10-19T05:53:29Z,0
670,Matheus Alfredo Freire de Alcântara Naves,❤,2023-10-19T05:52:54Z,0
671,Taylor Swift always,Cruel summer mv 🥺😭,2023-10-19T05:52:38Z,0
672,Khandia Vlog,We need the original MV from this song,2023-10-19T05:51:52Z,0
673,Freja Antonelli,"I love you taylor im your biggest fan My biggest dream is to come to one of your concerts, I hear your music every day, I've heard all your songs much more than 200 times, I love you, you're the best singer there has ever been on earth, you deserve number 1 on the world's best singers, I love you❤❤❤❤❤❤❤",2023-10-19T05:50:33Z,0
674,LEONİD FENON,XAHİŞ EDİRİK AZƏRBAYCANA GƏL.🫶🏻🥹,2023-10-19T05:48:26Z,0
675,Harsh Tripathi,Is this a hint for Cruel Summer mv?? Please enlighten me... 🥺,2023-10-19T05:48:23Z,0
676,Prince Chaikim,As if I wasn't already Obsessed ❤❤❤,2023-10-19T05:45:36Z,0
677,vlogsbyrea🍁,3 words. mother is mothering.,2023-10-19T05:44:54Z,0
678,Leo Michael II,What the I don't like speed up version,2023-10-19T05:42:30Z,1
679,MAY SHARMA,With you with you - is perfect,2023-10-19T05:40:50Z,0
680,MAY SHARMA,Cruel summer,2023-10-19T05:40:09Z,0
681,Morena Olivan,AJAJSJDJ AMO AMO AMO,2023-10-19T05:38:54Z,0
682,ThaoTaylor ,I Love thit version of Cruel Summer 🎧😌,2023-10-19T05:37:53Z,0
683,JP (Taylor's Version),AMEI O REMIX MAMÃE 💖,2023-10-19T05:37:29Z,0
684,I C,Giving Bonnie Bailey and I'm here for it!!!,2023-10-19T05:36:39Z,0
685,Nam-Mai Vu,I swear i have heard This on THAT music radio channel 💀💀,2023-10-19T05:36:30Z,0
686,Maryela Tovar,I love lp giobbi ❤,2023-10-19T05:36:13Z,0
687,Emma F,GUYS SHES RELEASED MULTIPLE THINGS ABT CRUEL SUMMER TODAY IS THIS A COINCIDENCE???,2023-10-19T05:35:42Z,0
688,Azahara Gonzalez,It sounds incredible,2023-10-19T05:33:41Z,0
689,Altair Gpe Ozuna,Te la polimamaste Alison,2023-10-19T05:33:23Z,0
690,Đức Võ,Cruel summer is the best song ever.,2023-10-19T05:32:23Z,0
691,Oliver Queen,Yessss. All the Cruel Summer we can get !!,2023-10-19T05:31:19Z,0
692,Andreilor (Taylor's Version),ALL WE WANT IS CRUEL SUMMER MV AND NOTHING MORE!!!!,2023-10-19T05:28:55Z,0
693,Ayuna Ảo,Cruel summer is THE song of The Eras tour.,2023-10-19T05:28:45Z,0
694,Hasti,I like this vibe,2023-10-19T05:27:03Z,0
695,Qiao Yi Wong,x0.75 playback speed is a whole new experience🤩😍,2023-10-19T05:22:48Z,0
696,Addy_thebest,WE NEED A MV FOR THIS,2023-10-19T05:20:07Z,0
697,Steffanny Gonçalves,NÃO ERRA UMA!!!,2023-10-19T05:18:04Z,0
698,Michelle Karmand,She never stops serving 🥹,2023-10-19T05:17:57Z,0
699,trolliar,Taylor releases the speed-up version.,2023-10-19T05:17:19Z,0
700,Soumiki Shyam,Also this version is so dj club dancing kind off I love it,2023-10-19T05:17:04Z,0
701,Soumiki Shyam,Where is the music video? WE WANT IT,2023-10-19T05:16:28Z,0
702,Thea Burger,Today is such a great day,2023-10-19T05:15:30Z,0
703,janalatkovic,LOVE THISS ❤❤❤❤❤,2023-10-19T05:13:53Z,0
704,Jonegarciaescudero,Se aproxima videoclip de cruel summer🤔,2023-10-19T05:13:12Z,0
705,Jonegarciaescudero,I LOVE IT TAYLORRRRRR,2023-10-19T05:09:52Z,0
706,💘TAP BELOW👇,"Taylor isn't just a singer, she's a genius, she isn't just the biggest female singer of all time, she is THE MUSIC INDUSTRY! Taylor is so talented and idk why I didn't discover her earlier! I LOVE YOU TAYLOR WHERE ARE MY ERAS TOUR TICKETS 😭😭😭",2023-10-19T05:09:51Z,0
707,Hồng Lam,❤❤❤❤❤❤,2023-10-19T05:05:45Z,0
708,Andyglessxx,❤❤❤,2023-10-19T05:05:02Z,0
709,DHRUV CHAURISHI,Now all we need is a music video!!!!!,2023-10-19T05:04:32Z,0
710,64maxpower,IF TAYLOR CALLED ME WE WOULD GET CHEESE STAKES AND RIDE ONE WHEELS BUT SHE WOULD WEAR A HOODIE AND SUN GLASSES AND A MASK BECAUSE EVERYONE WOULD WANT TO SEE MY PRETTY FRIEND AND THEN IT WOULD BE TAYLOR LOL .,2023-10-19T05:03:24Z,0
711,AboutCM,Nailed this so when’s the music video dropping,2023-10-19T05:03:11Z,0
712,Twilight,YASSS,2023-10-19T05:02:46Z,0
713,illicitaffairs,im sorry but this remix is ruining the song,2023-10-19T05:02:28Z,0
714,Lucy Troester,So groovy 😎,2023-10-19T05:01:10Z,0
715,Alrex & Anizza TV,Cruel Summer MV please 😭,2023-10-19T05:01:01Z,0
716,Jee Lee,I like this remix,2023-10-19T05:00:57Z,0
717,Neil Santos,this remix is 😃😀😀,2023-10-19T05:00:24Z,0
718,Amelia Gallagher,ahhh the fact that joe probably took this picture :((,2023-10-19T05:00:19Z,0
719,HonkSwiftie13,Taylor deserves the world. She works so hard ❤❤❤,2023-10-19T04:59:57Z,0
720,Ahmet Alpaslan,❤😂😂❤,2023-10-19T04:59:55Z,0
721,Akira Aki,Ok I really really really fancy this,2023-10-19T04:59:28Z,0
722,Graham Goedeck,Yesss. NEED THE M VIDEO!!!!!,2023-10-19T04:55:01Z,0
723,Ihra Laranan,MV when?🤔,2023-10-19T04:52:38Z,0
724,AshleyClaster,perfection,2023-10-19T04:49:50Z,0
725,Perla Abdelnour,THIS REMIX IS SO FUNNY HELP 😭😭,2023-10-19T04:49:11Z,1
726,Lyla Taylor’s version,Love this version 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻,2023-10-19T04:45:10Z,0
727,Valentinoxo,Lo realmente es cruel es que no nos dieras el video musical😢😢,2023-10-19T04:43:40Z,0
728,Valentinoxo,Lo realmente cruel es este remix que está bien flopero 💤,2023-10-19T04:43:18Z,0
729,Ptowza Potato,I feel like I'm listening at 2x speed 😂,2023-10-19T04:38:46Z,1
730,Anik Suhartanti,Love it. Bu the original version is the besttt❤,2023-10-19T04:38:29Z,0
731,YJ,TAYLOR ❤,2023-10-19T04:38:26Z,0
732,Sophia Salgado,perfect song to workout to ❤,2023-10-19T04:37:24Z,0
733,KOREAN FOODING,OH BABE. LOVE THIS VER SO MUCH,2023-10-19T04:37:14Z,0
734,Samantha 🔥 ,Why is she singing so fast 😭😭,2023-10-19T04:35:31Z,1
735,noodlehyung,how about cruel summer mv?,2023-10-19T04:34:48Z,0
736,all for taylor ,I’m scared guys what is this remix…,2023-10-19T04:34:41Z,1
737,Set2Rise Official,"Forever Swifty 
 🥰🔥👏",2023-10-19T04:30:40Z,0
738,Sofia Martinez,Como que los remixes no son para mí rubia,2023-10-19T04:29:34Z,0
739,Katina Lam,Love this remix!😍,2023-10-19T04:28:47Z,0
740,Leto II,"This is such a beautiful song, and love the remix ❤",2023-10-19T04:26:56Z,0
741,Faycal Aman,❤❤❤,2023-10-19T04:26:48Z,0
742,PrttyShane_Official•,I love u queen🤍🤍,2023-10-19T04:23:31Z,0
743,Donizete Fernandes,Nota dez por tanto talento belíssima Taylor Swift  !!! ❤❤❤,2023-10-19T04:23:17Z,0
744,Paul Kellie Music,are you ok?,2023-10-19T04:22:19Z,0
745,Lys,Cruel summer  mv wheeeeeeen ?,2023-10-19T04:22:18Z,0
746,nick,girl what is this… 😭,2023-10-19T04:20:24Z,0
747,Karl Stepene Estrella,Im sorry mother taylor but i don't like it😭😭😭,2023-10-19T04:17:39Z,0
748,Pumpkin Edits 01,The photo is gorgeous 🩷🌅❤,2023-10-19T04:17:03Z,0
749,Montserrat Ipiña,The remix of this song is amazing I love you Taylor,2023-10-19T04:16:28Z,0
750,Radha Vasudevan nair,Mv?❤,2023-10-19T04:15:55Z,0
751,Luonvuituoi :D,She sings like seeprun 😂😂,2023-10-19T04:13:15Z,0
752,Ivan Bredjan,This so cool🌸🌸🌸🌸🌸🌸🍸🍸🍸🍸🍸🍸🏝🏝🏝🏝💜☁️☁️☁️☁️☁️,2023-10-19T04:11:42Z,0
753,Ellie Jacobsen,I luv u Taylor ❤,2023-10-19T04:10:45Z,0
754,JeremiahGoff,TAYLOR swift Rocks,2023-10-19T04:10:20Z,0
755,Damaris Jaurrieta,Taylor así no puedo sentir el dolor agusto,2023-10-19T04:09:28Z,0
756,Shantal Suzswi,❤❤❤,2023-10-19T04:08:07Z,0
757,mia,Te amoo,2023-10-19T04:06:36Z,0
758,Jeffin jacob,What is this tay tay 💀,2023-10-19T04:05:58Z,1
759,Falguni k,"Can anyone tell the name of location in the picture ??
It's beautiful",2023-10-19T08:18:14Z,1
760,Vanessa TheWriter,Can we please talk about how gorgeous this picture is?,2023-10-19T04:05:38Z,0
761,Darine Salama,Obsessed 😍,2023-10-19T04:02:55Z,0
762,Sara Angel,Why are her remixes always so weird??? 😩😩😩,2023-10-19T03:59:42Z,1
763,Sergio Gmenez,❤🎶💜,2023-10-19T03:59:27Z,0
764,Olivia Wilson,I love this so much🫶🏻🫰🏻❤️😘😍,2023-10-19T03:57:26Z,0
765,Khaleem Ali,BETTER BE IN ALL THE CLUBS,2023-10-19T03:55:34Z,0
766,BoyALyrics,we need the mv,2023-10-19T03:54:07Z,0
767,Austin Xp,Cruel Summer MV PLEASE,2023-10-19T03:53:17Z,0
768,Aayush Keshari,We need a music video for Cruel Summer Taylor! 😭,2023-10-19T03:53:13Z,0
769,Aayush Keshari,"It’s been 17 years since she began her career in music, and she still shines brightly like a star. She’s gonna be remembered with the likes of The Beatles, Bob Dylan, and Sir Elton John. She’s the greatest artist I’ve ever fallen in love with. She isn’t just the whole music industry, she’s the whole beautiful art. ❤️",2023-10-19T03:52:40Z,1
770,TASFI,Mom give us a music video 📹 🥲,2023-10-19T03:52:20Z,0
771,J,thought i was turning on the 1.5 speed T_T,2023-10-19T03:52:12Z,0
772,Aaron Dalzot,Idk basically just sped her voice up. Obvious choice but doesn't work. Her voice is so full. Let it simmer don't rush thru it.,2023-10-19T03:51:52Z,0
773,ᄋᄋ,oh this is so 😭😭,2023-10-19T03:51:46Z,0
774,Bren,OMG WE DID NOT GET A REMIX!!!,2023-10-19T03:51:34Z,0
775,ani ani,que,2023-10-19T03:51:29Z,0
776,Midnights Babe,lover finally getting a no.1 hit!,2023-10-19T03:50:08Z,0
777,MELINA MEL,Linda Taylor Swift 🥰🥰,2023-10-19T03:50:07Z,0
778,M A,"I know it’s expensive, but Taylor…we need a music video for this song. It’s just for us. Even if you make it a mash with getaway car, because we should be getting a music video for getaway car…",2023-10-19T03:49:21Z,0
779,💙Taylover 💙,❤❤❤❤,2023-10-19T03:45:25Z,0
780,Srusti Mishra,💚💚💚,2023-10-19T03:45:02Z,0
781,Just_Another_Swiftie13,The beat in the beginning tickles my ears in the best way.,2023-10-19T03:44:05Z,0
782,Summer mick,🩵🩵WE LOVE YOU🩵🩵,2023-10-19T03:43:29Z,0
783,Luis Sotelo,She’s a great singer but she sounds like a barred owl through out this song,2023-10-19T03:41:33Z,0
784,lai,EU TE AMO TAY,2023-10-19T03:40:36Z,0
785,Maria Eduarda Gomes Aguiar,#1 na billboard e nas lojas de departamento,2023-10-19T03:39:27Z,0
786,Eraser,恋人,2023-10-19T03:38:53Z,0
787,Chuenmeechao Gawee Zhibo,I think she’ll reward us with a music video when we get Cruel Summer to #1! 🩷✨,2023-10-19T03:38:47Z,0
788,daiah,the sped up💀,2023-10-19T03:38:41Z,0
789,amaira singh,I love it it’s so amazing 💎💎💎💎💎💎💎💎💙💙💙💙💙💙💙💙 Tysvm Taylor 💎💎💎💎,2023-10-19T03:39:02Z,0
790,MatobPor,รักแม่❤️❤️❤️,2023-10-19T03:38:31Z,0
791,Alexis,omg guys put it on .75 playback speed-,2023-10-19T03:37:45Z,0
792,Fátima Aguilar,"De la cruel summer remix, nuevo termino",2023-10-19T03:36:52Z,0
793,Ella The Mushroom,"Oh my gosh, Tayler! I'm a vary big fan and I wen't to the concert and it was the best experience of my life. I know you probably won't reply to this but theres nothing wrong with trying so if you see this and reply you will make me the happiest person alive, so just keep that in mind if you do read this :)",2023-10-19T03:36:10Z,0
794,Lucas Duarte,❤️❤️❤️,2023-10-19T03:35:13Z,0
795,Muktha Krishna,Amoooo,2023-10-19T03:35:08Z,0
796,Julie,THE SPED UP,2023-10-19T03:34:32Z,0
797,StitchLover0123,"if you love tay more than yourself
👇",2023-10-19T03:33:44Z,0
798,Ittaí Alcalá,Amiga se te subió tu borrador😂,2023-10-19T03:32:22Z,0
799,Lillie-Mae,I loved it and then I set it to .75playback and I-😳🥺🥺🥺💕💕💕💕💕💕💕,2023-10-19T03:32:21Z,0
800,Ruchirare,Taylor what is this😭,2023-10-19T03:30:16Z,1
801,Sam-Amina,Its new,2023-10-19T03:29:06Z,0
802,Mon Díaz,te amo Taylor no sabía que necesitaba este remix 😻🙏🏼,2023-10-19T03:28:23Z,0
803,CulerTs1989,Nice we are Taking this to the top 1,2023-10-19T03:27:19Z,0
804,Guilherme Silva,"Música ficou muito boa, mas confesso que conferi se tava na velocidade 2x",2023-10-19T03:26:14Z,0
805,gwen,WHAT IS THIS 😭😭😭,2023-10-19T03:26:14Z,0
806,Ian Magallan,😭,2023-10-19T03:24:40Z,0
807,Mohammed Aziz,متى بتجي السعودية ذي!!!!,2023-10-19T03:24:25Z,0
808,Melina Ioakimidi,GREECE LOVES YOU TAY,2023-10-19T03:24:01Z,0
809,Liv & Liz 🥥,"I am literally obsessed with your voice and music!! I know you’ll probably never see this, but your so freaking talented and I know over 2 million people think so too ❤",2023-10-19T03:24:29Z,1
810,Jessica Rodriguez,Queremos video ❤,2023-10-19T03:23:27Z,0
811,Paulo Nisperos,HAHAHA,2023-10-19T03:22:30Z,0
812,Prince Romeo Aranas,WE DONT NEED REMIX WE NEED A MUSIC VIDEO TAYLOR! GIVE US WHAT WE WANT!!!!!,2023-10-19T03:22:27Z,1
813,SURALLAH BMPC,READY FOR IT BLOODPOP REMIX WAS LIT,2023-10-19T03:21:58Z,0
814,JOXE LUIS,We need an official video for this song,2023-10-19T03:21:22Z,0
815,Nerie Ignacio,❤❤❤❤,2023-10-19T03:21:18Z,0
816,Vera Villanueva,is this hinting at a mv? ☺️,2023-10-19T03:21:04Z,0
817,Alex Rivera,❤,2023-10-19T03:21:04Z,0
818,Veronik PG,CRUEL SUMMER TO #1 SWIFTIES!!!!!!,2023-10-19T03:20:51Z,0
819,Ivaaacn1,ENAMORADA ❤,2023-10-19T03:19:51Z,0
820,𝑠𝑒𝑙𝑒𝑛𝑎,Taylor bestie this aint it 😭 we asked for a MV! 😭,2023-10-19T03:19:31Z,0
821,Jameira’s word,Taylor i need to go to sleep I have school tomorrow 😂😂,2023-10-19T03:18:55Z,0
822,So Casually Taylor [ fan page ],THIS REMIX THOUGH THE WITH YOU IS SO SOOTHING I LOVE THIS 💗,2023-10-19T03:18:43Z,0
823,Axolotl plays,Hi,2023-10-19T03:18:41Z,0
824,Med Jay Paris,"This remix has a summer sweet taste ❤ I love it. 

One of my fav songs ever ❤(Not just since this summer but since the original release).",2023-10-19T03:16:57Z,0
825,Syafiq Noor,Cruelest Summer Indeed.,2023-10-19T03:16:45Z,0
826,vlvskzz,"ay mi amor, ya basta con los remix, te amo",2023-10-19T03:16:36Z,0
827,someoneintheworld,this remix.... I can't its amazing as always!,2023-10-19T03:16:25Z,0
828,theamazingmaddilynn⭐️,cruel summer mv??,2023-10-19T03:16:13Z,0
829,RepDitto,"QUE REMIX TAN CULERO, YA MEJOR PONTE A GRABAR EL VIDEO MUSICAL, NO A ARRUINAR LAS CANCIONES CON REMIXES TAN INNECESARIOS.",2023-10-19T03:13:14Z,1
830,Augustine,Girl what-,2023-10-19T03:11:15Z,0
831,SimplyMel_life,❤❤❤❤❤ the best ❤❤❤❤,2023-10-19T03:10:34Z,0
832,AriseSwiftly,❤,2023-10-19T03:09:29Z,0
833,Simply imagine,Cruel summer mv soon im calling it,2023-10-19T03:08:55Z,0
834,Zoe Reynoso,CMON GIRL GET THAT CRUEL SUMMER MV,2023-10-19T03:08:16Z,0
835,Sami Game Boy,🎉Real Nice.,2023-10-19T03:07:35Z,0
836,Taylor Swift 4life,Addio normale Cruel summer,2023-10-19T03:05:52Z,0
837,Oliver P,O,2023-10-19T03:03:29Z,0
838,60 Lê 17D3A,Sao bài nào remix cx dợ vậy chị yêu về hợp tác với việt Nam để có 1 bài remix hay nha chị,2023-10-19T03:00:47Z,0
839,ellen,"linda, já pensou em ser DJ??? ❤😂",2023-10-19T03:00:35Z,0
840,geegeezlouis86,"Begging Taylor to stop working with these remixers who hack away at everything that makes her songs special, especially the ones who do the sped up vocals 😭",2023-10-19T03:00:12Z,0
841,★DemiXD★,TE AMO,2023-10-19T02:59:34Z,0
842,lavish,this version is so fun and cute!,2023-10-19T02:59:26Z,0
843,gianlucas gt,amooooo,2023-10-19T02:58:42Z,0
844,Chocolate oreo,❤❤❤,2023-10-19T02:57:37Z,0
845,Neil shijil kumar,❤1989,2023-10-19T02:57:12Z,0
846,Lorena Flores,🧘‍♀️🧘‍♀️🧘‍♀️💗,2023-10-19T02:57:07Z,0
847,Lorena Flores,Bien relax🧘‍♀️🩷,2023-10-19T02:56:57Z,0
848,urvija,❤❤❤❤❤❤❤❤❤,2023-10-19T02:56:42Z,0
849,Patricia Coutinho,"We need to get this to #1, we can clearly see that Taylor really wants it!!!! 💕💕💕",2023-10-19T02:56:22Z,0
850,NaomiSAguilar,TE AMO TAYYY,2023-10-19T02:54:04Z,0
851,Rick,🌞 💕,2023-10-19T02:53:58Z,0
852,Rick,🌞 💕,2023-10-19T02:52:31Z,0
853,esteffany moreno,"Esta versión no me gustó, se escucha horrible 😢",2023-10-19T02:52:24Z,1
854,Rick,🌞 💕,2023-10-19T02:52:19Z,0
855,tazo,this is certainly something babe,2023-10-19T02:52:17Z,0
856,isaah(Taylor's version),"Taytay, Brazil loves you so much !!!!!",2023-10-19T02:52:12Z,0
857,Myo Vlogs,This is real,2023-10-19T02:51:42Z,0
858,Xiao Kai ,We just need Music Video,2023-10-19T02:50:18Z,0
859,E.M.C,❤❤❤,2023-10-19T02:49:52Z,0
860,E.M.C,OMG TE AMOOO TAYLOR ❤,2023-10-19T02:49:39Z,0
861,Mia1989,BEST SONG EVER!,2023-10-19T02:48:48Z,0
862,Swiftie Affairs #tricksterswiftie,WAIT THIS SLAPS SO HARD 🗣️,2023-10-19T02:48:24Z,0
863,Yasmin Moraes,Amoooo a melhooor!❤❤,2023-10-19T02:48:19Z,0
864,catherine Dv,"Definitely been waiting for a song I can cycle to, here it is lol 😝",2023-10-19T02:48:16Z,0
865,Ana Lu,"te amo mãe,mas q bomba é essa q tu tá chamando de remix",2023-10-19T02:47:45Z,0
